Loan_ID,Issue_Date,Borrower_City,Employment_Type,Annual_Income_INR,Loan_Purpose,Loan_Amount_INR,Funded_Amount_INR,Interest_Rate,Loan_Term_Months,Risk_Grade,Loan_Status,Total_Repayment_INR,Investor_Count,Income_Verification,Loan_Channel,Year
P2P101381,2022-04-14,Hyderabad,Salaried,49900.0,Home Improvement,418100.0,378800.0,12.04,36,B,Active,252400.0,8,Verified,Mobile App,2022
P2P100152,2022-10-09,Pune,Salaried,41600.0,Debt Consolidation,146600.0,140000.0,12.38,36,B,Active,83100.0,5,Not Verified,Mobile App,2022
P2P101532,2024-08-06,Bengaluru,Salaried,48700.0,Vehicle,174800.0,160900.0,14.44,48,C,Completed,229400.0,3,Not Verified,Web,2024
P2P101137,2025-06-29,Ahmedabad,Self-employed,27800.0,Small Business,376600.0,350100.0,14.3,12,C,Completed,418400.0,7,Verified,Web,2025
P2P101463,2021-11-23,Jaipur,Salaried,106500.0,Medical,242300.0,221500.0,13.05,12,B,Completed,256800.0,5,Not Verified,Web,2021
P2P100131,2023-09-27,Delhi,Salaried,28200.0,Debt Consolidation,145400.0,133400.0,16.01,24,C,Active,61100.0,4,Verified,Mobile App,2023
P2P100851,2021-07-25,Mumbai,Freelancer,37100.0,Small Business,420200.0,387500.0,16.58,24,D,Active,274600.0,14,Verified,Web,2021
P2P100134,2023-04-29,Bengaluru,Self-employed,47500.0,Education,242600.0,230600.0,12.48,36,C,Completed,296800.0,6,Verified,Mobile App,2023
P2P100001,2023-07-08,Chennai,Salaried,84700.0,Debt Consolidation,137600.0,132200.0,10.34,60,A,Active,70400.0,4,Verified,Web,2023
P2P101447,2024-12-10,Pune,Salaried,76400.0,Vehicle,141200.0,128300.0,21.19,24,E,Completed,174100.0,3,Verified,Mobile App,2024
P2P101592,2025-12-21,Ahmedabad,Salaried,34900.0,Debt Consolidation,191100.0,175400.0,7.9,36,A,Active,145600.0,5,Verified,Web,2025
P2P101533,2025-01-12,Mumbai,Self-employed,60700.0,Home Improvement,898900.0,810100.0,8.17,24,A,Completed,1023800.0,21,Verified,Mobile App,2025
P2P100700,2024-01-21,Mumbai,Freelancer,24700.0,Small Business,442000.0,435000.0,11.68,12,C,Completed,462800.0,15,Verified,Web,2024
P2P101385,2024-10-16,Chennai,Self-employed,43900.0,Debt Consolidation,64700.0,63500.0,12.26,36,B,Active,45500.0,2,Verified,Web,2024
P2P101318,2025-02-01,Chennai,Freelancer,65700.0,Debt Consolidation,144400.0,131000.0,16.41,48,D,Late,54600.0,4,Verified,Mobile App,2025
P2P101096,2022-05-15,Pune,Salaried,58600.0,Small Business,161500.0,148500.0,15.63,12,C,Active,69500.0,3,Not Verified,Mobile App,2022
P2P101717,2021-06-26,Mumbai,Salaried,142800.0,Home Improvement,138200.0,131000.0,7.5,36,B,Completed,161700.0,4,Not Verified,Mobile App,2021
P2P100323,2024-10-21,Pune,Self-employed,41000.0,Medical,427500.0,414600.0,15.89,24,D,Defaulted,158800.0,13,Not Verified,Mobile App,2024
P2P100002,2025-10-31,Mumbai,Business Owner,91400.0,Debt Consolidation,240800.0,230100.0,12.9,48,C,Late,115900.0,9,Verified,Mobile App,2025
P2P101569,2024-08-27,Ahmedabad,Business Owner,109300.0,Small Business,228500.0,227100.0,12.48,24,B,Late,100200.0,6,Not Verified,Web,2024
P2P100957,2024-03-19,Pune,Salaried,42300.0,Small Business,1330200.0,1284500.0,15.04,24,C,Completed,1618900.0,27,Verified,Web,2024
P2P101838,2023-04-30,Chennai,Salaried,64300.0,Debt Consolidation,94700.0,87100.0,12.36,12,B,Active,71200.0,2,Verified,Web,2023
P2P100184,2025-08-01,Lucknow,Salaried,169300.0,Home Improvement,359900.0,342600.0,7.5,24,A,Completed,392400.0,11,Verified,Mobile App,2025
P2P101242,2025-03-29,Jaipur,Salaried,100900.0,Home Improvement,152000.0,146800.0,10.77,36,B,Completed,187200.0,3,Verified,Web,2025
P2P101344,2025-01-26,Hyderabad,Salaried,42900.0,Debt Consolidation,181900.0,179700.0,9.53,48,A,Active,131200.0,4,Verified,Mobile App,2025
P2P100307,2024-03-15,Delhi,Salaried,38600.0,Debt Consolidation,43100.0,39200.0,10.99,24,B,Completed,50400.0,1,Verified,Mobile App,2024
P2P100730,2022-04-15,Kolkata,Salaried,43300.0,Education,188300.0,187900.0,8.46,48,A,Completed,219100.0,5,Not Verified,Mobile App,2022
P2P101010,2024-02-03,Mumbai,Salaried,39100.0,Debt Consolidation,118400.0,118400.0,8.86,24,B,Active,92800.0,3,Verified,Mobile App,2024
P2P100550,2025-03-23,Hyderabad,Business Owner,39200.0,Debt Consolidation,134700.0,125200.0,14.74,24,C,Active,73900.0,3,Verified,Mobile App,2025
P2P100970,2024-01-13,Hyderabad,Salaried,61200.0,Education,505000.0,482200.0,10.48,48,B,Late,367100.0,10,Verified,Web,2024
P2P101061,2025-07-27,Lucknow,Freelancer,88600.0,Debt Consolidation,215900.0,205500.0,11.71,24,B,Active,109500.0,7,Verified,Web,2025
P2P100111,2023-01-28,Lucknow,Salaried,24400.0,Debt Consolidation,110600.0,109600.0,18.37,12,E,Active,85200.0,2,Not Verified,Web,2023
P2P101406,2024-01-11,Mumbai,Business Owner,53800.0,Vehicle,419400.0,413700.0,14.96,36,D,Active,287900.0,9,Not Verified,Mobile App,2024
P2P100889,2021-11-01,Bengaluru,Salaried,59100.0,Vehicle,119500.0,115700.0,8.38,24,A,Completed,131100.0,2,Verified,Mobile App,2021
P2P101507,2024-06-21,Delhi,Salaried,115000.0,Travel,57200.0,54100.0,12.34,36,B,Completed,71400.0,1,Verified,Mobile App,2024
P2P100916,2023-11-02,Mumbai,Business Owner,110700.0,Small Business,262000.0,256300.0,11.76,24,B,Active,182500.0,6,Verified,Web,2023
P2P101605,2021-08-01,Delhi,Salaried,57200.0,Debt Consolidation,332700.0,311200.0,16.85,48,D,Completed,470200.0,12,Not Verified,Mobile App,2021
P2P100927,2022-12-17,Delhi,Salaried,59100.0,Vehicle,69700.0,64300.0,13.44,36,B,Completed,88100.0,1,Verified,Web,2022
P2P100746,2025-08-29,Lucknow,Salaried,52700.0,Vehicle,211500.0,193700.0,11.72,12,B,Late,77600.0,5,Verified,Mobile App,2025
P2P100776,2022-03-13,Mumbai,Business Owner,139000.0,Home Improvement,103900.0,94500.0,18.11,36,D,Active,57200.0,2,Verified,Mobile App,2022
P2P101340,2021-04-04,Hyderabad,Salaried,57300.0,Small Business,280600.0,254400.0,15.06,36,C,Completed,363000.0,6,Verified,Mobile App,2021
P2P101565,2025-05-25,Hyderabad,Freelancer,81000.0,Education,271100.0,257700.0,13.6,36,C,Completed,341800.0,6,Verified,Web,2025
P2P100578,2025-10-01,Mumbai,Salaried,26400.0,Medical,144300.0,137600.0,12.73,12,B,Completed,158500.0,3,Verified,Web,2025
P2P101188,2021-07-27,Delhi,Salaried,79100.0,Home Improvement,262000.0,254300.0,13.36,12,C,Completed,280400.0,7,Not Verified,Web,2021
P2P100264,2024-03-18,Lucknow,Salaried,75600.0,Home Improvement,222600.0,220300.0,10.25,36,A,Completed,257400.0,5,Not Verified,Web,2024
P2P101256,2023-10-22,Pune,Salaried,54600.0,Debt Consolidation,354500.0,326000.0,17.43,12,D,Active,164800.0,13,Verified,Web,2023
P2P100303,2024-04-21,Hyderabad,Self-employed,53500.0,Education,327700.0,316600.0,16.66,36,C,Late,159900.0,10,Verified,Web,2024
P2P100928,2024-04-23,Chennai,Salaried,74100.0,Travel,222800.0,217700.0,16.39,36,C,Active,121800.0,4,Verified,Web,2024
P2P101200,2022-01-26,Lucknow,Salaried,58100.0,Home Improvement,519800.0,505700.0,16.21,48,C,Completed,736400.0,17,Verified,Mobile App,2022
P2P101613,2024-04-10,Jaipur,Business Owner,47200.0,Home Improvement,336600.0,327400.0,19.29,36,D,Active,136500.0,9,Verified,Mobile App,2024
P2P100150,2023-01-07,Lucknow,Business Owner,85100.0,Vehicle,295500.0,274600.0,8.91,24,A,Active,211000.0,9,Verified,Mobile App,2023
P2P101405,2024-10-27,Delhi,Salaried,111800.0,Small Business,605600.0,596300.0,11.82,48,C,Completed,779900.0,14,Verified,Mobile App,2024
P2P100072,2022-07-06,Delhi,Self-employed,97600.0,Education,45000.0,43900.0,8.9,24,A,Active,20900.0,1,Verified,Mobile App,2022
P2P100456,2024-02-08,Mumbai,Salaried,68600.0,Debt Consolidation,266300.0,244000.0,9.23,12,A,Active,141800.0,6,Verified,Mobile App,2024
P2P100090,2024-01-08,Bengaluru,Salaried,54900.0,Home Improvement,203900.0,200200.0,21.58,24,E,Late,155500.0,4,Verified,Web,2024
P2P100118,2022-06-07,Lucknow,Salaried,49600.0,Medical,157900.0,155800.0,11.05,12,B,Completed,165300.0,5,Verified,Web,2022
P2P100322,2025-01-10,Hyderabad,Freelancer,54000.0,Small Business,477000.0,431900.0,7.5,24,A,Active,307400.0,13,Verified,Mobile App,2025
P2P101757,2025-11-11,Mumbai,Self-employed,59700.0,Debt Consolidation,300200.0,279700.0,7.95,24,A,Completed,328500.0,9,Verified,Web,2025
P2P101581,2022-09-22,Chennai,Salaried,98100.0,Education,100900.0,98300.0,11.61,24,B,Active,35200.0,4,Verified,Mobile App,2022
P2P100460,2021-12-30,Delhi,Salaried,50400.0,Home Improvement,94800.0,87500.0,11.49,36,C,Completed,115300.0,3,Verified,Mobile App,2021
P2P101962,2023-09-13,Delhi,Freelancer,52900.0,Home Improvement,198700.0,182100.0,11.52,12,B,Active,79100.0,4,Not Verified,Mobile App,2023
P2P101459,2022-08-14,Mumbai,Freelancer,99400.0,Small Business,87400.0,85200.0,9.74,36,B,Completed,103600.0,2,Verified,Web,2022
P2P100242,2025-11-04,Bengaluru,Salaried,50800.0,Debt Consolidation,218700.0,218700.0,12.81,24,B,Completed,249500.0,8,Not Verified,Web,2025
P2P100699,2022-03-24,Kolkata,Salaried,78300.0,Small Business,361800.0,329800.0,9.92,24,B,Completed,417700.0,7,Verified,Web,2022
P2P100842,2024-10-27,Mumbai,Freelancer,25800.0,Small Business,170600.0,158400.0,9.81,12,A,Completed,177300.0,4,Not Verified,Web,2024
P2P101561,2023-05-29,Kolkata,Salaried,29100.0,Home Improvement,310600.0,296100.0,15.48,12,C,Completed,351500.0,6,Verified,Mobile App,2023
P2P100703,2023-04-27,Delhi,Self-employed,75600.0,Debt Consolidation,198900.0,181300.0,12.37,12,B,Active,71200.0,6,Verified,Mobile App,2023
P2P101509,2024-08-02,Pune,Salaried,71300.0,Vehicle,152600.0,147600.0,10.1,24,A,Completed,166700.0,5,Not Verified,Web,2024
P2P100585,2024-09-10,Chennai,Self-employed,28300.0,Medical,274200.0,256100.0,15.34,36,C,Completed,344500.0,6,Not Verified,Web,2024
P2P100980,2024-07-16,Bengaluru,Salaried,101800.0,Travel,235800.0,235400.0,16.4,24,C,Active,115000.0,7,Verified,Mobile App,2024
P2P100693,2024-03-02,Chennai,Salaried,41400.0,Debt Consolidation,217300.0,213500.0,8.63,36,B,Active,175500.0,6,Verified,Mobile App,2024
P2P100271,2025-05-08,Delhi,Self-employed,144300.0,Debt Consolidation,287300.0,273400.0,10.64,24,A,Active,156800.0,7,Not Verified,Web,2025
P2P101136,2021-08-22,Kolkata,Unknown,53600.0,Medical,205000.0,186300.0,7.5,36,B,Active,146200.0,4,Verified,Web,2021
P2P100596,2024-01-10,Mumbai,Self-employed,33100.0,Small Business,268200.0,253000.0,8.8,24,A,Active,115800.0,6,Verified,Web,2024
P2P100786,2025-09-09,Ahmedabad,Salaried,23500.0,Debt Consolidation,803100.0,742600.0,13.76,12,C,Completed,897300.0,24,Not Verified,Mobile App,2025
P2P101251,2025-04-22,Ahmedabad,Salaried,27700.0,Education,315700.0,303900.0,14.33,24,C,Active,119400.0,7,Verified,Mobile App,2025
P2P100497,2024-06-26,Delhi,Salaried,48400.0,Medical,497800.0,472500.0,7.96,48,B,Completed,592200.0,14,Not Verified,Mobile App,2024
P2P100221,2024-10-17,Kolkata,Salaried,46600.0,Small Business,159500.0,148900.0,16.11,36,C,Completed,206800.0,4,Not Verified,Mobile App,2024
P2P101818,2025-03-19,Lucknow,Self-employed,55300.0,Vehicle,106000.0,102200.0,10.39,48,B,Active,76500.0,2,Verified,Web,2025
P2P101220,2022-12-27,Jaipur,Salaried,26900.0,Small Business,798100.0,731300.0,14.96,48,C,Completed,1073400.0,18,Verified,Mobile App,2022
P2P100878,2024-10-19,Mumbai,Self-employed,39700.0,Debt Consolidation,163300.0,157600.0,13.69,24,C,Active,67300.0,4,Verified,Mobile App,2024
P2P100921,2025-07-21,Jaipur,Freelancer,50200.0,Home Improvement,405000.0,404300.0,13.26,60,C,Completed,570400.0,12,Not Verified,Web,2025
P2P101435,2022-02-17,Bengaluru,Self-employed,186200.0,Small Business,288800.0,280500.0,9.7,48,A,Active,167000.0,8,Not Verified,Web,2022
P2P100985,2025-01-27,Ahmedabad,Salaried,89200.0,Education,290600.0,271300.0,12.02,36,C,Completed,352300.0,8,Verified,Web,2025
P2P101522,2025-10-11,Hyderabad,Salaried,62500.0,Education,163200.0,160900.0,14.74,48,B,Late,125700.0,4,Verified,Mobile App,2025
P2P101380,2024-07-10,Bengaluru,Salaried,38300.0,Small Business,89500.0,88100.0,12.04,36,B,Completed,107100.0,3,Verified,Web,2024
P2P101162,2022-01-23,Delhi,Salaried,32800.0,Debt Consolidation,260300.0,255000.0,19.38,48,E,Completed,390700.0,9,Verified,Mobile App,2022
P2P100313,2021-03-19,Chennai,Salaried,77700.0,Education,218300.0,211700.0,12.36,12,B,Active,137900.0,6,Verified,Mobile App,2021
P2P101611,2025-08-04,Delhi,Salaried,50000.0,Medical,138000.0,137100.0,11.0,24,B,Completed,161800.0,3,Verified,Mobile App,2025
P2P100508,2025-05-25,Jaipur,Salaried,30600.0,Home Improvement,362300.0,337400.0,16.2,12,C,Active,123200.0,11,Verified,Mobile App,2025
P2P101582,2023-08-08,Delhi,Salaried,53600.0,Vehicle,294300.0,287800.0,17.89,48,D,Late,118800.0,8,Not Verified,Web,2023
P2P100394,2025-03-28,Chennai,Salaried,33800.0,Debt Consolidation,396400.0,393300.0,10.08,60,A,Completed,507100.0,12,Verified,Mobile App,2025
P2P101991,2025-03-15,Chennai,Salaried,79000.0,Debt Consolidation,124200.0,121100.0,11.4,12,B,Active,48100.0,4,Verified,Web,2025
P2P100410,2021-10-07,Lucknow,Salaried,104600.0,Education,163900.0,147600.0,11.81,36,B,Active,72600.0,4,Verified,Mobile App,2021
P2P100678,2023-08-21,Mumbai,Freelancer,22900.0,Debt Consolidation,190300.0,173600.0,13.27,12,C,Active,119600.0,6,Not Verified,Mobile App,2023
P2P100953,2022-05-12,Hyderabad,Salaried,76000.0,Small Business,253700.0,249200.0,17.31,48,D,Active,243100.0,8,Verified,Mobile App,2022
P2P101889,2025-01-25,Delhi,Business Owner,72200.0,Medical,127800.0,115400.0,11.52,12,C,Active,73400.0,4,Verified,Mobile App,2025
P2P100329,2023-10-02,Hyderabad,Salaried,27200.0,Medical,92800.0,84900.0,9.3,48,A,Active,70700.0,2,Verified,Mobile App,2023
P2P101037,2023-05-03,Mumbai,Self-employed,55400.0,Home Improvement,224700.0,217700.0,12.59,24,C,Completed,254500.0,4,Not Verified,Mobile App,2023
P2P100086,2023-04-06,Hyderabad,Salaried,29000.0,Education,279900.0,265000.0,12.54,36,B,Completed,351900.0,7,Verified,Mobile App,2023
P2P100084,2021-07-14,Mumbai,Self-employed,97300.0,Wedding,85300.0,84400.0,12.18,12,B,Active,35600.0,2,Verified,Web,2021
P2P100207,2021-11-07,Mumbai,Self-employed,31700.0,Debt Consolidation,148900.0,144500.0,15.61,36,C,Completed,191600.0,3,Not Verified,Mobile App,2021
P2P100104,2024-03-03,Jaipur,Salaried,100400.0,Small Business,47300.0,47200.0,21.42,36,E,Late,30900.0,1,Verified,Mobile App,2024
P2P101334,2025-12-27,Hyderabad,Salaried,45600.0,Debt Consolidation,88200.0,83200.0,8.91,48,A,Completed,107300.0,2,Verified,Mobile App,2025
P2P101219,2024-10-13,Jaipur,Salaried,85700.0,Small Business,429600.0,405900.0,12.45,24,B,Active,173400.0,15,Verified,Mobile App,2024
P2P100735,2023-06-08,Mumbai,Salaried,27100.0,Travel,224800.0,216100.0,17.23,24,D,Late,118600.0,5,Not Verified,Mobile App,2023
P2P101205,2024-02-02,Jaipur,Freelancer,60300.0,Small Business,203400.0,192300.0,13.0,12,B,Completed,220500.0,4,Verified,Web,2024
P2P100695,2021-12-18,Pune,Salaried,77700.0,Travel,469800.0,461500.0,11.32,48,B,Completed,611100.0,14,Verified,Web,2021
P2P101190,2025-01-02,Pune,Salaried,38800.0,Vehicle,213700.0,194500.0,9.44,36,A,Active,181100.0,5,Not Verified,Mobile App,2025
P2P100498,2021-08-27,Bengaluru,Salaried,95700.0,Vehicle,476100.0,452900.0,13.37,24,C,Active,359300.0,11,Verified,Web,2021
P2P101341,2022-11-21,Lucknow,Business Owner,45100.0,Wedding,261300.0,258100.0,11.75,24,B,Completed,304500.0,8,Verified,Mobile App,2022
P2P101166,2025-05-19,Bengaluru,Freelancer,46600.0,Education,65700.0,65600.0,11.65,48,B,Completed,83600.0,2,Verified,Mobile App,2025
P2P101349,2025-12-16,Chennai,Salaried,90400.0,Home Improvement,456600.0,425700.0,12.3,12,B,Completed,501900.0,15,Verified,Mobile App,2025
P2P100328,2024-08-08,Delhi,Freelancer,67000.0,Debt Consolidation,141000.0,133100.0,12.18,36,B,Completed,167900.0,3,Verified,Web,2024
P2P101974,2024-03-18,Jaipur,Business Owner,65200.0,Small Business,318900.0,308300.0,20.08,48,E,Active,340900.0,8,Verified,Web,2024
P2P100661,2023-06-03,Pune,Salaried,68800.0,Education,260000.0,250000.0,13.68,36,B,Completed,314200.0,7,Verified,Mobile App,2023
P2P100347,2024-09-13,Mumbai,Business Owner,90500.0,Small Business,258300.0,251800.0,12.59,36,B,Active,153700.0,8,Verified,Web,2024
P2P100211,2024-05-04,Hyderabad,Salaried,39000.0,Small Business,256800.0,243100.0,11.97,24,A,Completed,299000.0,7,Verified,Web,2024
P2P100568,2023-11-04,Pune,Salaried,30300.0,Debt Consolidation,90500.0,87800.0,10.24,24,B,Active,71800.0,3,Verified,Mobile App,2023
P2P100143,2024-02-15,Bengaluru,Salaried,78300.0,Small Business,248600.0,237300.0,8.65,36,A,Active,208200.0,5,Not Verified,Mobile App,2024
P2P100515,2021-05-19,Hyderabad,Salaried,22700.0,Medical,184800.0,167500.0,16.2,24,D,Completed,219200.0,4,Verified,Web,2021
P2P101387,2025-03-25,Bengaluru,Salaried,49500.0,Debt Consolidation,217400.0,211100.0,12.1,36,B,Active,190200.0,6,Verified,Web,2025
P2P101029,2023-03-25,Delhi,Self-employed,206800.0,Small Business,550400.0,515000.0,10.47,36,B,Completed,647000.0,19,Verified,Mobile App,2023
P2P101069,2023-05-31,Bengaluru,Freelancer,60400.0,Debt Consolidation,82700.0,82600.0,11.3,48,B,Completed,101500.0,2,Not Verified,Mobile App,2023
P2P100865,2023-08-27,Hyderabad,Salaried,129200.0,Home Improvement,97400.0,90300.0,17.03,60,D,Late,35000.0,2,Verified,Web,2023
P2P101306,2025-07-24,Jaipur,Salaried,41300.0,Home Improvement,291800.0,271200.0,9.32,24,A,Active,155000.0,7,Verified,Web,2025
P2P100892,2025-07-05,Jaipur,Salaried,85900.0,Small Business,275600.0,249100.0,8.87,60,A,Completed,348200.0,7,Verified,Mobile App,2025
P2P101227,2023-08-21,Ahmedabad,Self-employed,28200.0,Debt Consolidation,246600.0,234500.0,14.59,48,C,Active,225300.0,6,Verified,Mobile App,2023
P2P100815,2025-07-23,Hyderabad,Business Owner,121100.0,Education,627700.0,605700.0,16.16,12,D,Completed,671000.0,12,Not Verified,Web,2025
P2P101499,2023-07-18,Mumbai,Salaried,37800.0,Debt Consolidation,403700.0,392800.0,9.45,24,A,Completed,441600.0,10,Not Verified,Web,2023
P2P101383,2025-11-23,Lucknow,Salaried,86000.0,Debt Consolidation,132500.0,128800.0,12.82,24,B,Active,76200.0,3,Verified,Mobile App,2025
P2P100564,2021-02-14,Pune,Salaried,87500.0,Debt Consolidation,502900.0,472300.0,11.78,12,A,Active,348800.0,14,Verified,Mobile App,2021
P2P101432,2024-03-14,Hyderabad,Salaried,55000.0,Travel,97900.0,90300.0,11.61,48,B,Active,45000.0,3,Verified,Mobile App,2024
P2P100372,2021-02-25,Delhi,Salaried,58200.0,Vehicle,477900.0,460200.0,10.55,12,B,Completed,501500.0,15,Verified,Mobile App,2021
P2P101182,2023-05-07,Delhi,Business Owner,47800.0,Debt Consolidation,263100.0,246200.0,12.86,36,B,Active,99700.0,9,Verified,Web,2023
P2P101012,2025-12-16,Kolkata,Self-employed,22900.0,Debt Consolidation,208000.0,203400.0,15.19,36,C,Completed,271900.0,4,Verified,Web,2025
P2P101304,2024-04-22,Jaipur,Business Owner,39600.0,Home Improvement,592700.0,547700.0,10.25,12,B,Active,421900.0,16,Verified,Mobile App,2024
P2P100891,2025-01-20,Hyderabad,Salaried,53000.0,Home Improvement,328800.0,322100.0,16.82,12,D,Completed,368200.0,10,Verified,Mobile App,2025
P2P101634,2025-04-21,Lucknow,Unknown,80600.0,Home Improvement,238400.0,236900.0,11.09,12,B,Completed,249500.0,5,Verified,Web,2025
P2P101262,2025-04-24,Mumbai,Business Owner,81500.0,Education,543200.0,521900.0,13.13,24,B,Completed,641700.0,13,Verified,Web,2025
P2P100684,2024-11-03,Delhi,Salaried,42800.0,Home Improvement,650000.0,622200.0,7.5,60,A,Active,318600.0,14,Verified,Mobile App,2024
P2P101298,2021-11-17,Hyderabad,Self-employed,61700.0,Debt Consolidation,178200.0,173000.0,12.26,36,B,Active,146900.0,4,Verified,Web,2021
P2P101413,2022-12-19,Mumbai,Self-employed,98700.0,Debt Consolidation,295700.0,287900.0,8.46,24,A,Active,116100.0,8,Verified,Mobile App,2022
P2P100633,2024-03-08,Chennai,Business Owner,81700.0,Debt Consolidation,330700.0,309200.0,16.33,60,D,Completed,482700.0,8,Verified,Mobile App,2024
P2P100195,2023-05-02,Chennai,Self-employed,86200.0,Debt Consolidation,311600.0,298800.0,11.15,24,B,Active,131600.0,7,Verified,Mobile App,2023
P2P100514,2025-07-18,Kolkata,Self-employed,59600.0,Education,229600.0,215300.0,14.05,24,C,Active,109300.0,5,Verified,Web,2025
P2P100210,2022-04-08,Bengaluru,Salaried,81800.0,Wedding,321700.0,303400.0,11.12,24,B,Late,224700.0,9,Verified,Mobile App,2022
P2P101001,2022-06-04,Bengaluru,Salaried,44800.0,Small Business,311400.0,295500.0,9.44,36,A,Completed,365300.0,6,Verified,Web,2022
P2P101187,2024-12-03,Pune,Self-employed,61600.0,Home Improvement,161000.0,157200.0,9.25,12,A,Completed,168700.0,4,Not Verified,Mobile App,2024
P2P100636,2023-11-23,Delhi,Freelancer,44700.0,Small Business,944100.0,884100.0,16.2,48,C,Late,712200.0,21,Verified,Mobile App,2023
P2P101631,2025-03-03,Hyderabad,Self-employed,50800.0,Small Business,337200.0,306700.0,12.45,12,E,Completed,382700.0,9,Verified,Mobile App,2025
P2P100088,2024-09-17,Mumbai,Self-employed,77300.0,Small Business,97400.0,88300.0,12.95,24,B,Completed,109100.0,3,Verified,Mobile App,2024
P2P101724,2021-11-06,Kolkata,Salaried,51700.0,Debt Consolidation,574900.0,570800.0,7.5,24,A,Completed,634300.0,19,Verified,Mobile App,2021
P2P101557,2024-08-07,Mumbai,Salaried,18000.0,Debt Consolidation,315700.0,314900.0,14.08,24,C,Completed,369500.0,11,Verified,Web,2024
P2P100910,2023-07-18,Hyderabad,Salaried,46400.0,Home Improvement,120600.0,109900.0,11.73,36,A,Completed,143000.0,2,Verified,Mobile App,2023
P2P100191,2021-10-13,Chennai,Self-employed,84600.0,Debt Consolidation,204400.0,204300.0,16.36,48,D,Active,90400.0,4,Not Verified,Web,2021
P2P100179,2025-10-14,Mumbai,Salaried,75100.0,Small Business,178500.0,167000.0,16.29,24,D,Completed,210000.0,6,Verified,Web,2025
P2P100557,2022-02-04,Delhi,Self-employed,41600.0,Education,77600.0,75900.0,16.68,12,C,Active,40400.0,3,Verified,Mobile App,2022
P2P101504,2023-05-06,Bengaluru,Salaried,42800.0,Debt Consolidation,93800.0,84700.0,11.31,24,B,Defaulted,24900.0,3,Verified,Web,2023
